claim_id,log_file_name,section_number,parsed_values,source_table,source_cell,source_values_full_precision,comparison_rule_used,status,quantity_label,notes
F023,scratch_coder_interpretive_findings.md,F.13,"[""0.63"", ""0.49"", ""0.75""]",S5T007,"analysis/outputs_validation_scratch_stage_b_20260825/per_label_model_performance.csv::CSV row 5, precision; analysis/scratch_coder_results/results.md::S5T007.r10 estimate; analysis/figure_data/scratch_coder_table_3_contingencies_performance_domains.csv::CSV row 55, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/per_label_model_performance.csv::CSV row 5, precision_ci_lower; analysis/scratch_coder_results/results.md::S5T007.r10 interval_lower; analysis/figure_data/scratch_coder_table_3_contingencies_performance_domains.csv::CSV row 55, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/per_label_model_performance.csv::CSV row 5, precision_ci_upper; analysis/scratch_coder_results/results.md::S5T007.r10 interval_upper; analysis/figure_data/scratch_coder_table_3_contingencies_performance_domains.csv::CSV row 55, interval_upper_string","[[""0.625"", ""0.625"", ""0.625""], [""0.4917963323145318"", ""0.4917963323145318"", ""0.4917963323145318""], [""0.75"", ""0.75"", ""0.75""]]",rounded,PASS,Labour Market precision,
F024,scratch_coder_interpretive_findings.md,F.13,"[""0.55"", ""0.23"", ""0.86""]",S5T007,"analysis/outputs_validation_scratch_stage_b_20260825/per_label_model_performance.csv::CSV row 6, recall; analysis/scratch_coder_results/results.md::S5T007.r14 estimate; analysis/figure_data/scratch_coder_table_3_contingencies_performance_domains.csv::CSV row 70, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/per_label_model_performance.csv::CSV row 6, recall_ci_lower; analysis/scratch_coder_results/results.md::S5T007.r14 interval_lower; analysis/figure_data/scratch_coder_table_3_contingencies_performance_domains.csv::CSV row 70, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/per_label_model_performance.csv::CSV row 6, recall_ci_upper; analysis/scratch_coder_results/results.md::S5T007.r14 interval_upper; analysis/figure_data/scratch_coder_table_3_contingencies_performance_domains.csv::CSV row 70, interval_upper_string","[[""0.5454545454545454"", ""0.5454545454545454"", ""0.5454545454545454""], [""0.23055555555555557"", ""0.23055555555555557"", ""0.23055555555555557""], [""0.8571428571428571"", ""0.8571428571428571"", ""0.8571428571428571""]]",rounded,PASS,Poverty recall,
F025,scratch_coder_interpretive_findings.md,F.14,"[""34"", ""6""]",S5T004,"analysis/outputs_validation_scratch_stage_b_20260825/per_label_contingencies.csv::CSV row 17, fp; analysis/scratch_coder_results/results.md::S5T004.r40 estimate; analysis/figure_data/scratch_coder_figure_3.csv::CSV row 17, fp_string; analysis/figure_data/scratch_coder_figure_4.csv::CSV row 17, fp_string; analysis/figure_data/scratch_coder_table_4_contingencies_performance_purposes.csv::CSV row 24, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/per_label_contingencies.csv::CSV row 17, fn; analysis/scratch_coder_results/results.md::S5T004.r41 estimate; analysis/figure_data/scratch_coder_figure_3.csv::CSV row 17, fn_string; analysis/figure_data/scratch_coder_figure_4.csv::CSV row 17, fn_string; analysis/figure_data/scratch_coder_table_4_contingencies_performance_purposes.csv::CSV row 25, source_value_string","[[""34"", ""34"", ""34"", ""34"", ""34""], [""6"", ""6"", ""6"", ""6"", ""6""]]",exact,PASS,Outcome Tracking one-sided disagreements,
F026,scratch_coder_interpretive_findings.md,F.14,"[""26"", ""10""]",S5T004,"analysis/outputs_validation_scratch_stage_b_20260825/per_label_contingencies.csv::CSV row 14, fp; analysis/scratch_coder_results/results.md::S5T004.r7 estimate; analysis/figure_data/scratch_coder_figure_3.csv::CSV row 14, fp_string; analysis/figure_data/scratch_coder_figure_4.csv::CSV row 14, fp_string; analysis/figure_data/scratch_coder_table_4_contingencies_performance_purposes.csv::CSV row 3, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/per_label_contingencies.csv::CSV row 14, fn; analysis/scratch_coder_results/results.md::S5T004.r8 estimate; analysis/figure_data/scratch_coder_figure_3.csv::CSV row 14, fn_string; analysis/figure_data/scratch_coder_figure_4.csv::CSV row 14, fn_string; analysis/figure_data/scratch_coder_table_4_contingencies_performance_purposes.csv::CSV row 4, source_value_string","[[""26"", ""26"", ""26"", ""26"", ""26""], [""10"", ""10"", ""10"", ""10"", ""10""]]",exact,PASS,Descriptive Monitoring one-sided disagreements,
F027,scratch_coder_interpretive_findings.md,F.14,"[""12"", ""9""]",S5T004,"analysis/outputs_validation_scratch_stage_b_20260825/per_label_contingencies.csv::CSV row 18, fp; analysis/scratch_coder_results/results.md::S5T004.r51 estimate; analysis/figure_data/scratch_coder_figure_3.csv::CSV row 18, fp_string; analysis/figure_data/scratch_coder_figure_4.csv::CSV row 18, fp_string; analysis/figure_data/scratch_coder_table_4_contingencies_performance_purposes.csv::CSV row 31, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/per_label_contingencies.csv::CSV row 18, fn; analysis/scratch_coder_results/results.md::S5T004.r52 estimate; analysis/figure_data/scratch_coder_figure_3.csv::CSV row 18, fn_string; analysis/figure_data/scratch_coder_figure_4.csv::CSV row 18, fn_string; analysis/figure_data/scratch_coder_table_4_contingencies_performance_purposes.csv::CSV row 32, source_value_string","[[""12"", ""12"", ""12"", ""12"", ""12""], [""9"", ""9"", ""9"", ""9"", ""9""]]",exact,PASS,Policy Evaluation / Impact Analysis one-sided disagreements,
F028,scratch_coder_interpretive_findings.md,F.14,"[""8"", ""6""]",S5T004,"analysis/outputs_validation_scratch_stage_b_20260825/per_label_contingencies.csv::CSV row 15, fp; analysis/scratch_coder_results/results.md::S5T004.r18 estimate; analysis/figure_data/scratch_coder_figure_3.csv::CSV row 15, fp_string; analysis/figure_data/scratch_coder_table_4_contingencies_performance_purposes.csv::CSV row 10, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/per_label_contingencies.csv::CSV row 15, fn; analysis/scratch_coder_results/results.md::S5T004.r19 estimate; analysis/figure_data/scratch_coder_figure_3.csv::CSV row 15, fn_string; analysis/figure_data/scratch_coder_table_4_contingencies_performance_purposes.csv::CSV row 11, source_value_string","[[""8"", ""8"", ""8"", ""8""], [""6"", ""6"", ""6"", ""6""]]",exact,PASS,Life-Course / Trajectory Analysis one-sided disagreements,
F029,scratch_coder_interpretive_findings.md,F.14,"[""5"", ""2""]",S5T004,"analysis/outputs_validation_scratch_stage_b_20260825/per_label_contingencies.csv::CSV row 16, fp; analysis/scratch_coder_results/results.md::S5T004.r29 estimate; analysis/figure_data/scratch_coder_figure_3.csv::CSV row 16, fp_string; analysis/figure_data/scratch_coder_table_4_contingencies_performance_purposes.csv::CSV row 17, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/per_label_contingencies.csv::CSV row 16, fn; analysis/scratch_coder_results/results.md::S5T004.r30 estimate; analysis/figure_data/scratch_coder_figure_3.csv::CSV row 16, fn_string; analysis/figure_data/scratch_coder_table_4_contingencies_performance_purposes.csv::CSV row 18, source_value_string","[[""5"", ""5"", ""5"", ""5""], [""2"", ""2"", ""2"", ""2""]]",exact,PASS,Methodological / Infrastructure Research one-sided disagreements,
F030,scratch_coder_interpretive_findings.md,F.14,"[""3"", ""0""]",S5T004,"analysis/outputs_validation_scratch_stage_b_20260825/per_label_contingencies.csv::CSV row 20, fp; analysis/scratch_coder_results/results.md::S5T004.r73 estimate; analysis/figure_data/scratch_coder_figure_3.csv::CSV row 20, fp_string; analysis/figure_data/scratch_coder_table_4_contingencies_performance_purposes.csv::CSV row 45, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/per_label_contingencies.csv::CSV row 20, fn; analysis/scratch_coder_results/results.md::S5T004.r74 estimate; analysis/figure_data/scratch_coder_figure_3.csv::CSV row 20, fn_string; analysis/figure_data/scratch_coder_table_4_contingencies_performance_purposes.csv::CSV row 46, source_value_string","[[""3"", ""3"", ""3"", ""3""], [""0"", ""0"", ""0"", ""0""]]",exact,PASS,Service Interaction / Systems Analysis one-sided disagreements,
F031,scratch_coder_interpretive_findings.md,F.14,"[""1"", ""0""]",S5T004,"analysis/outputs_validation_scratch_stage_b_20260825/per_label_contingencies.csv::CSV row 19, fp; analysis/scratch_coder_results/results.md::S5T004.r62 estimate; analysis/figure_data/scratch_coder_figure_3.csv::CSV row 19, fp_string; analysis/figure_data/scratch_coder_table_4_contingencies_performance_purposes.csv::CSV row 38, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/per_label_contingencies.csv::CSV row 19, fn; analysis/scratch_coder_results/results.md::S5T004.r63 estimate; analysis/figure_data/scratch_coder_figure_3.csv::CSV row 19, fn_string; analysis/figure_data/scratch_coder_table_4_contingencies_performance_purposes.csv::CSV row 39, source_value_string","[[""1"", ""1"", ""1"", ""1""], [""0"", ""0"", ""0"", ""0""]]",exact,PASS,Risk Prediction / Early Identification one-sided disagreements,
F032,scratch_coder_interpretive_findings.md,F.15,"[""47"", ""19""]",S5T004,"analysis/outputs_validation_scratch_stage_b_20260825/per_label_contingencies.csv::CSV row 17, model_positive_n; analysis/scratch_coder_results/results.md::S5T004.r37 estimate; analysis/figure_data/scratch_coder_figure_3.csv::CSV row 17, model_positive_n_string; analysis/figure_data/scratch_coder_figure_4.csv::CSV row 17, model_positive_n_string; analysis/outputs_validation_scratch_stage_b_20260825/per_label_contingencies.csv::CSV row 17, human_majority_positive_n; analysis/scratch_coder_results/results.md::S5T004.r35 estimate; analysis/figure_data/scratch_coder_figure_3.csv::CSV row 17, human_majority_positive_n_string; analysis/figure_data/scratch_coder_figure_4.csv::CSV row 17, human_majority_positive_n_string","[[""47"", ""47"", ""47"", ""47""], [""19"", ""19"", ""19"", ""19""]]",exact,PASS,Outcome Tracking positive counts,
F033,scratch_coder_interpretive_findings.md,F.15,"[""0.28"", ""0.15"", ""0.42""]",S5T008,"analysis/outputs_validation_scratch_stage_b_20260825/per_label_model_performance.csv::CSV row 9, precision; analysis/scratch_coder_results/results.md::S5T008.r4 estimate; analysis/figure_data/scratch_coder_table_4_contingencies_performance_purposes.csv::CSV row 27, source_value_string; analysis/outputs_validation_scratch_stage_b_20260825/per_label_model_performance.csv::CSV row 9, precision_ci_lower; analysis/scratch_coder_results/results.md::S5T008.r4 interval_lower; analysis/figure_data/scratch_coder_table_4_contingencies_performance_purposes.csv::CSV row 27, interval_lower_string; analysis/outputs_validation_scratch_stage_b_20260825/per_label_model_performance.csv::CSV row 9, precision_ci_upper; analysis/scratch_coder_results/results.md::S5T008.r4 interval_upper; analysis/figure_data/scratch_coder_table_4_contingencies_performance_purposes.csv::CSV row 27, interval_upper_string","[[""0.2765957446808511"", ""0.2765957446808511"", ""0.2765957446808511""], [""0.15214315012305168"", ""0.15214315012305168"", ""0.15214315012305168""], [""0.4167151162790695"", ""0.4167151162790695"", ""0.4167151162790695""]]",rounded,PASS,Outcome Tracking precision,
F034,scratch_coder_interpretive_findings.md,F.15,"[""0.36""]",S5T006,"analysis/outputs_validation_scratch_stage_b_20260825/per_label_pairwise_kappa.csv::CSV row 44, kappa; analysis/scratch_coder_results/results.md::S5T006.r7 estimate; analysis/figure_data/scratch_coder_table_2_pairwise_kappa_purposes.csv::CSV row 20, source_value_string","[[""0.355300859598854"", ""0.355300859598854"", ""0.355300859598854""]]",rounded,PASS,Outcome Tracking A-B kappa,
F035,scratch_coder_interpretive_findings.md,F.15,"[""0.06""]",S5T006,"analysis/outputs_validation_scratch_stage_b_20260825/per_label_pairwise_kappa.csv::CSV row 45, kappa; analysis/scratch_coder_results/results.md::S5T006.r8 estimate; analysis/figure_data/scratch_coder_table_2_pairwise_kappa_purposes.csv::CSV row 21, source_value_string","[[""0.05541561712846416"", ""0.05541561712846416"", ""0.05541561712846416""]]",rounded,PASS,Outcome Tracking A-C kappa,
F036,scratch_coder_interpretive_findings.md,F.15,"[""0.08""]",S5T006,"analysis/outputs_validation_scratch_stage_b_20260825/per_label_pairwise_kappa.csv::CSV row 46, kappa; analysis/scratch_coder_results/results.md::S5T006.r9 estimate; analysis/figure_data/scratch_coder_table_2_pairwise_kappa_purposes.csv::CSV row 22, source_value_string","[[""0.07592407592407588"", ""0.07592407592407588"", ""0.07592407592407588""]]",rounded,PASS,Outcome Tracking B-C kappa,
